iter	RMSE
246	9.465521944
247	9.415002187
248	9.354719708
249	9.313254303
250	9.283597351
251	9.231792949
252	9.189137564
253	9.141735314
254	9.102289288
255	9.072788684
256	9.01456728
257	8.976409096
258	8.932652412
259	8.901772509
260	8.87377448
261	8.839443462
262	8.801250681
263	8.779542915
264	8.740450587
265	8.719622799
266	8.653659241
267	8.612593515
268	8.571114112
269	8.527681835
270	8.494354543
271	8.457672973
272	8.404484243
273	8.386540778
274	8.346496076
275	8.298631099
276	8.258177187
277	8.220250681
278	8.182746435
279	8.165034049
280	8.122215295
281	8.064300123
282	8.024484846
283	7.967527228
284	7.939055459
285	7.909036512
286	7.859109475
287	7.816424266
288	7.782225997
289	7.747103555
290	7.713822529
291	7.677754098
292	7.632821727
293	7.619036117
294	7.6056866
295	7.568204133
296	7.546520063
297	7.515157566
298	7.476037939
299	7.458733359
300	7.4182392
301	7.376851547
302	7.342537637
303	7.299489746
304	7.275004375
305	7.24634845
306	7.21741178
307	7.189903171
308	7.165985075
309	7.127269254
310	7.091592811
311	7.059129477
312	7.042998866
313	7.027566973
314	7.008990925
315	6.986677682
316	6.968630523
317	6.940303642
318	6.922559745
319	6.886581661
320	6.874075824
321	6.857188057
322	6.824005954
323	6.788923223
324	6.774764589
325	6.758784971
326	6.753000263
327	6.739574445
328	6.724456858
329	6.705875922
330	6.670139194
331	6.635641051
332	6.619454061
333	6.595862358
334	6.563121378
335	6.540844688
336	6.5064215
337	6.473169392
338	6.457192092
339	6.437440804
340	6.42621886
341	6.407618452
342	6.36699625
343	6.350661499
344	6.330850551
345	6.30143508
346	6.257305672
347	6.232716712
348	6.213896277
349	6.19935924
350	6.177578494
351	6.138923626
352	6.107247532
353	6.086297472
354	6.051606875
355	6.03974094
356	6.028820965
357	6.018302157
358	5.992523032
359	5.982496508
360	5.951826938
361	5.937995541
362	5.928807929
363	5.89890231
364	5.89041
365	5.865446888
366	5.838343408
367	5.814140812
368	5.802476495
369	5.773121816
370	5.742814066
371	5.718916248
372	5.691940198
373	5.672527179
374	5.657041281
375	5.644769374
376	5.632158198
377	5.614708148
378	5.598758185
379	5.569140861
380	5.553231795
381	5.530413356
382	5.517376646
383	5.484654744
384	5.473873953
385	5.456480699
386	5.448285447
387	5.439228279
388	5.409158494
389	5.404664667
390	5.376007321
391	5.357452106
392	5.33361151
393	5.318178266
394	5.308159565
395	5.280822695
396	5.260138429
397	5.233856275
398	5.224630916
399	5.213909463
400	5.190252714
401	5.183506864
402	5.172683742
403	5.163898207
404	5.14056636
405	5.126586948
406	5.101339306
407	5.068998703
408	5.046030145
409	5.036230079
410	5.028073792
411	5.021504753
412	4.997788513
413	4.978224509
414	4.954098087
415	4.933289367
416	4.90714506
417	4.899328806
418	4.875291833
419	4.858348562
420	4.84641816
421	4.832176292
422	4.801823065
423	4.781055262
424	4.768166158
425	4.746662365
426	4.739354235
427	4.72888909
428	4.707297271
429	4.688137529
430	4.67855387
431	4.66607132
432	4.650883731
433	4.636816875
434	4.617218747
435	4.601309426
436	4.591405293
437	4.582920658
438	4.567384654
439	4.546744648
440	4.526183736
441	4.513566089
442	4.508320871
443	4.499164452
444	4.480674038
445	4.466595131
446	4.447264351
447	4.431357681
448	4.421660346
449	4.408779292
450	4.384932904
451	4.37592516
452	4.354546014
453	4.340811986
454	4.323203046
455	4.318254294
456	4.30087725
457	4.293940201
458	4.284842253
459	4.275224426
460	4.256873879
461	4.246889304
462	4.231878557
463	4.219408335
464	4.209976047
465	4.202964022
466	4.188423158
467	4.172432474
468	4.168638965
469	4.151398359
470	4.140812208
471	4.132511708
472	4.128848202
473	4.117661215
474	4.100040098
475	4.078929267
476	4.065193247
477	4.057170724
478	4.049391574
479	4.037702966
480	4.033750602
481	4.022443504
482	4.004580609
483	4.00148263
484	3.989075182
485	3.983724578
486	3.972861767
487	3.962308468
488	3.956073887
489	3.935151716
490	3.921032675
491	3.910560974
492	3.90100708
493	3.896842813
494	3.878370923
495	3.860294201
496	3.850291323
497	3.833062906
498	3.818396899
499	3.812523245
500	3.795567953
501	3.788229708
502	3.778111439
503	3.759985275
504	3.74525221
505	3.729274949
506	3.718518195
507	3.705529263
508	3.691316563
509	3.682100122
510	3.666917031
511	3.651307078
512	3.6443273
513	3.630116277
514	3.619760825
515	3.613018715
516	3.592748422
517	3.583125508
518	3.576613725
519	3.562724237
520	3.549529103
521	3.539814821
522	3.524626332
523	3.52004798
524	3.509325059
525	3.493023462
526	3.474700463
527	3.466266495
528	3.446275257
529	3.425600784
530	3.421360683
531	3.406862894
532	3.391217372
533	3.381451156
534	3.361756501
535	3.354068199
536	3.339780984
537	3.331644156
538	3.323274291
539	3.317669234
540	3.31279663
541	3.299291847
542	3.278649939
543	3.270135939
544	3.254163516
545	3.241325494
546	3.229621408
547	3.215713003
548	3.203623958
549	3.195154709
550	3.188716553
551	3.185306464
552	3.174605224
553	3.160427847
554	3.150007775
555	3.141887226
556	3.133822807
557	3.13106681
558	3.118410764
559	3.108461073
560	3.097763372
561	3.089477649
562	3.069988677
563	3.054698823
564	3.044359867
565	3.032904378
566	3.021802115
567	3.01158406
568	3.005560651
569	2.992842484
570	2.985578562
571	2.968944541
572	2.957901111
573	2.951559805
574	2.941274729
575	2.933292594
576	2.926642063
577	2.914679126
578	2.904998595
579	2.89349844
580	2.876578759
581	2.862875807
582	2.853331665
583	2.844022738
584	2.832578977
585	2.820078988
586	2.813833478
587	2.806103249
588	2.798942562
589	2.793715937
590	2.787820194
591	2.778205369
592	2.764944988
593	2.758045306
594	2.749197319
595	2.743266397
596	2.732792541
597	2.723225247
598	2.719806826
599	2.715570152
600	2.708823998
601	2.696221663
602	2.680148706
603	2.665232876
604	2.655488397
605	2.645537635
606	2.642059556
607	2.635801518
608	2.628248944
609	2.618872747
610	2.614976999
611	2.601626909
612	2.590762328
613	2.584825534
614	2.569945231
615	2.557976626
616	2.554078771
617	2.545704218
618	2.536942908
619	2.524878479
620	2.512453738
621	2.499090805
622	2.49378513
623	2.481969861
624	2.476538798
625	2.463727662
626	2.449919887
627	2.441680042
628	2.433915113
629	2.425037348
630	2.418372112
631	2.414145275
632	2.406586755
633	2.394443886
634	2.386344197
635	2.380469542
636	2.369098517
637	2.365666563
638	2.36029286
639	2.34962654
640	2.343944727
641	2.335849193
642	2.327972701
643	2.319630919
644	2.30907491
645	2.300140485
646	2.293465719
647	2.283662851
648	2.273550349
649	2.265660385
650	2.25865132
651	2.248569304
652	2.239660738
653	2.234180366
654	2.228857616
655	2.225809875
656	2.222841109
657	2.218332939
658	2.206925936
659	2.202442249
660	2.198118174
661	2.189483336
662	2.186571843
663	2.178707446
664	2.172532748
665	2.160555689
666	2.157733435
667	2.150009362
668	2.142254104
669	2.135137691
670	2.127562681
671	2.119924423
672	2.11641781
673	2.110649453
674	2.103588653
675	2.094318645
676	2.089388571
677	2.084350759
678	2.076900851
679	2.072958884
680	2.068161527
681	2.065561031
682	2.056339333
683	2.049960532
684	2.043137901
685	2.040426522
686	2.03155616
687	2.029057684
688	2.024402381
689	2.015384577
690	2.004505373
691	1.993915035
692	1.983771193
693	1.978824509
694	1.976452995
695	1.969651467
696	1.965160061
697	1.958883807
698	1.953635195
699	1.946981176
700	1.937382589
701	1.931645714
702	1.926027412
703	1.923619208
704	1.91887074
705	1.912424493
706	1.906877982
707	1.901511677
708	1.899554598
709	1.894886075
710	1.885792861
711	1.880249381
712	1.876695806
713	1.873683092
714	1.871590553
715	1.863340172
716	1.858961061
717	1.851114184
718	1.844354142
719	1.835797343
720	1.828761418
721	1.822270209
722	1.817157554
723	1.808554685
724	1.80064602
725	1.796415717
726	1.790643395
727	1.787804818
728	1.780329827
729	1.77755837
730	1.771451423
731	1.76422367
732	1.758496529
733	1.756762283
734	1.751150849
735	1.745257303
736	1.739569842
737	1.732911567
738	1.730842923
739	1.72802569
740	1.723212665
741	1.721263558
742	1.715012824
743	1.710414359
744	1.704074954
745	1.698639026
746	1.693857494
747	1.687465721
748	1.680624793
749	1.675701999
750	1.672657861
751	1.666050096
752	1.660839847
753	1.65534568
754	1.649819925
755	1.643752473
756	1.636882804
757	1.63197846
758	1.627721246
759	1.62445835
760	1.618737808
761	1.612711758
762	1.606524121
763	1.602393738
764	1.598072537
765	1.591871845
766	1.584808104
767	1.580541747
768	1.578804479
769	1.572090681
770	1.568822619
771	1.561252621
772	1.558805283
773	1.556413604
774	1.55475578
775	1.547247557
776	1.538936198
777	1.532461876
778	1.527105822
779	1.522108674
780	1.514892876
781	1.509870898
782	1.503224845
783	1.499289324
784	1.493285431
785	1.489681365
786	1.4880944
787	1.483482927
788	1.478359666
789	1.476815773
790	1.472674926
791	1.470317924
792	1.467023777
793	1.461072041
794	1.454316086
795	1.451045926
796	1.446460512
797	1.44211054
798	1.434738454
799	1.431338566
800	1.427330415
801	1.42401284
802	1.419014584
803	1.413083008
804	1.406624586
805	1.400316902
806	1.39415626
807	1.390662063
808	1.38617216
809	1.381655079
810	1.37858885
811	1.375643087
812	1.369752943
813	1.36336168
814	1.358492036
815	1.353945776
816	1.349683404
817	1.345076601
818	1.342099204
819	1.336129967
820	1.330655325
821	1.326043176
822	1.324049683
823	1.320684769
824	1.314560292
825	1.310997728
826	1.309591719
827	1.303940325
828	1.300316364
829	1.294702141
830	1.291243731
831	1.289324232
832	1.285240728
833	1.282223324
834	1.27882706
835	1.277483709
836	1.274013324
837	1.269285827
838	1.264684463
839	1.259329454
840	1.254730724
841	1.250588901
842	1.245590713
843	1.24044629
844	1.234909874
845	1.23160716
846	1.224859701
847	1.218757014
848	1.213880812
849	1.208912705
850	1.206077975
851	1.201807924
852	1.198759896
853	1.196345224
854	1.192345999
855	1.189127664
856	1.185826018
857	1.181805001
858	1.176667997
859	1.17457205
860	1.172005529
861	1.169640403
862	1.164870246
863	1.16335081
864	1.161051846
865	1.15860335
866	1.154974617
867	1.153144721
868	1.148528985
869	1.143717533
870	1.14010112
871	1.13710242
872	1.133673232
873	1.132002918
874	1.129235328
875	1.124350375
876	1.121986679
877	1.118233259
878	1.116738575
879	1.112278661
880	1.106174272
881	1.104287136
882	1.102678794
883	1.09854936
884	1.096506176
885	1.092631622
886	1.088298577
887	1.083399636
888	1.079085876
889	1.07488618
890	1.07122142
891	1.068631803
892	1.065123971
893	1.061856574
894	1.058887955
895	1.054847387
896	1.052212179
897	1.049649219
898	1.047225914
899	1.041980016
900	1.037907997
901	1.033844952
902	1.030543986
903	1.027513973
904	1.025903439
905	1.022691952
906	1.018662954
907	1.017321758
908	1.013391973
909	1.008811853
910	1.003473301
911	0.9987673939
912	0.9963302891
913	0.9931202084
914	0.987683458
915	0.986472016
916	0.981152492
917	0.97742657
918	0.9756479902
919	0.972412703
920	0.9704743054
921	0.967569747
922	0.9639410907
923	0.9603969589
924	0.9565614094
925	0.9547067481
926	0.9520983087
927	0.9476424287
928	0.945072991
929	0.9426025165
930	0.9392992513
931	0.9352696259
932	0.9322588856
933	0.9310760647
934	0.929945037
935	0.9287832733
936	0.9259534557
937	0.923179317
938	0.9199111882
939	0.916970477
940	0.9160269026
941	0.9133619179
942	0.9111639662
943	0.9079882295
944	0.9066205929
945	0.901787113
946	0.9002314595
947	0.8976115381
948	0.8952897479
949	0.8933812015
950	0.8910316381
951	0.8878669676
952	0.8858242215
953	0.8831142203
954	0.8803262706
955	0.8776740181
956	0.8732498145
957	0.8702401626
958	0.8675579169
959	0.8648076409
960	0.8614149152
961	0.8587545745
962	0.856318553
963	0.853829509
964	0.8514012988
965	0.849347684
966	0.8475000664
967	0.8451236425
968	0.8410884021
969	0.8386090454
970	0.834130603
971	0.8307793458
972	0.829335462
973	0.826728432
974	0.8233681865
975	0.8213492283
976	0.8178130753
977	0.8134985676
978	0.8107761254
979	0.8069624742
980	0.805590929
981	0.8023597742
982	0.7990244795
983	0.7967080238
984	0.792976451
985	0.7909792208
986	0.789233641
987	0.787709863
988	0.7855362007
989	0.7835625819
990	0.7814796865
991	0.779036552
992	0.7779895206
993	0.7763085418
994	0.7740740744
995	0.7727569765
996	0.7705841575
997	0.7681752557
998	0.764924856
999	0.7631718855
