iter	RMSE
349	6.060447945
350	6.046122142
351	6.020730073
352	5.98665127
353	5.967129568
354	5.948328928
355	5.915509885
356	5.884416138
357	5.856912868
358	5.835439782
359	5.824548542
360	5.795761169
361	5.768001617
362	5.744195363
363	5.729222624
364	5.715701517
365	5.701373536
366	5.674657727
367	5.655723699
368	5.637461619
369	5.610269961
370	5.586096
371	5.567897745
372	5.539179629
373	5.5183373
374	5.49362455
375	5.463652274
376	5.446043481
377	5.428917875
378	5.410107186
379	5.393759568
380	5.362576638
381	5.347178253
382	5.330866812
383	5.316587601
384	5.294577282
385	5.272999245
386	5.2548027
387	5.240347397
388	5.223677555
389	5.203677332
390	5.185982533
391	5.174939172
392	5.15427263
393	5.134325848
394	5.119365474
395	5.105750791
396	5.080063845
397	5.052913745
398	5.044845505
399	5.040360425
400	5.016907906
401	5.001107325
402	4.978809477
403	4.959086982
404	4.943619723
405	4.924554896
406	4.909764208
407	4.893988977
408	4.872788459
409	4.862182726
410	4.845673928
411	4.837865991
412	4.823174585
413	4.802007757
414	4.787800712
415	4.776576206
416	4.761659185
417	4.745101586
418	4.728122884
419	4.722091056
420	4.711620197
421	4.696819887
422	4.68192493
423	4.674050867
424	4.654225993
425	4.640065102
426	4.626607224
427	4.608895453
428	4.590908781
429	4.582362649
430	4.562912826
431	4.544008539
432	4.526255343
433	4.510309464
434	4.500472415
435	4.485937045
436	4.467266517
437	4.447344211
438	4.426306246
439	4.414080526
440	4.404977525
441	4.384202549
442	4.371919248
443	4.364565544
444	4.352029315
445	4.340465522
446	4.324660826
447	4.317567479
448	4.306130648
449	4.290837381
450	4.272197185
451	4.256127646
452	4.243740151
453	4.228990977
454	4.219990899
455	4.205055869
456	4.19597096
457	4.189644404
458	4.182015598
459	4.164750538
460	4.156197381
461	4.151150201
462	4.139268991
463	4.131218111
464	4.116477529
465	4.096728668
466	4.080528853
467	4.069543847
468	4.053335585
469	4.038598915
470	4.031426368
471	4.012386778
472	4.000182213
473	3.984628437
474	3.964604377
475	3.94935723
476	3.930921704
477	3.915665926
478	3.90308109
479	3.886595426
480	3.873338317
481	3.859483442
482	3.840335559
483	3.825019219
484	3.809608239
485	3.803778475
486	3.793705652
487	3.78362764
488	3.773516492
489	3.764480654
490	3.747876514
491	3.7376413
492	3.73002395
493	3.723827034
494	3.715312294
495	3.701546523
496	3.697610875
497	3.686577028
498	3.680365408
499	3.674471814
500	3.663845501
501	3.654215391
502	3.637493753
503	3.624395583
504	3.611304446
505	3.603496012
506	3.595959062
507	3.589943446
508	3.577420594
509	3.567218521
510	3.551500987
511	3.544439986
512	3.538740044
513	3.531157279
514	3.521410339
515	3.512779297
516	3.497923303
517	3.486745974
518	3.475995885
519	3.46069669
520	3.453401472
521	3.442179299
522	3.437922898
523	3.426422649
524	3.417549778
525	3.403637726
526	3.39027049
527	3.38536276
528	3.374685783
529	3.366625789
530	3.35704279
531	3.346822857
532	3.333356533
533	3.31898572
534	3.307746648
535	3.294814375
536	3.282925155
537	3.273927372
538	3.258556354
539	3.244102387
540	3.237353722
541	3.226218227
542	3.214977927
543	3.207144239
544	3.19812234
545	3.187459347
546	3.179971189
547	3.168757499
548	3.155764312
549	3.150164394
550	3.134489683
551	3.124815167
552	3.118362883
553	3.110589561
554	3.10002368
555	3.093635173
556	3.082491205
557	3.075620376
558	3.062858243
559	3.054088739
560	3.048002813
561	3.037440617
562	3.027317466
563	3.018966793
564	3.008605119
565	3.000672636
566	2.992565701
567	2.987612707
568	2.979139272
569	2.970856243
570	2.960107575
571	2.951329983
572	2.943821157
573	2.937024346
574	2.929490469
575	2.917666262
576	2.911744772
577	2.908681311
578	2.900968379
579	2.892392301
580	2.884320478
581	2.876829127
582	2.873406245
583	2.863667488
584	2.856166884
585	2.84867401
586	2.836908692
587	2.832195808
588	2.821706871
589	2.81199858
590	2.807042961
591	2.795065725
592	2.784472772
593	2.780120948
594	2.770211879
595	2.756943311
596	2.746147332
597	2.736059924
598	2.728420743
599	2.720276747
600	2.716048317
601	2.711943936
602	2.700492376
603	2.694704663
604	2.688760137
605	2.686117335
606	2.67373997
607	2.667637427
608	2.659241239
609	2.648748308
610	2.636884024
611	2.633678282
612	2.62850063
613	2.622134263
614	2.618252948
615	2.609317625
616	2.601287876
617	2.59319326
618	2.580882102
619	2.572239313
620	2.560985754
621	2.550889021
622	2.537339201
623	2.53398501
624	2.525504103
625	2.512131886
626	2.502402544
627	2.495639915
628	2.488211294
629	2.478193193
630	2.473536098
631	2.469729146
632	2.462652729
633	2.45439816
634	2.445602212
635	2.439935554
636	2.435999471
637	2.428426645
638	2.418756815
639	2.4139345
640	2.400494913
641	2.396157196
642	2.390044244
643	2.378373165
644	2.367734574
645	2.358964863
646	2.350764484
647	2.341729494
648	2.332672971
649	2.329614787
650	2.324248241
651	2.3183434
652	2.31482309
653	2.304454489
654	2.301277554
655	2.296300311
656	2.292200418
657	2.287147089
658	2.275617909
659	2.265405799
660	2.262018036
661	2.249819137
662	2.241310238
663	2.231456023
664	2.225687178
665	2.213444321
666	2.201444495
667	2.190331402
668	2.183729991
669	2.177860985
670	2.171225393
671	2.163514571
672	2.160690181
673	2.157043943
674	2.146899292
675	2.139300325
676	2.133083694
677	2.122071663
678	2.113284331
679	2.109268008
680	2.102129389
681	2.097374642
682	2.093621091
683	2.087560415
684	2.079044668
685	2.074787801
686	2.064510622
687	2.057992765
688	2.04733339
689	2.036891531
690	2.033065554
691	2.025563269
692	2.022464296
693	2.015873136
694	2.009016064
695	1.998558388
696	1.991063843
697	1.986545611
698	1.982019006
699	1.980121463
700	1.973010381
701	1.968164831
702	1.96154888
703	1.9542953
704	1.947918127
705	1.943682177
706	1.940144521
707	1.934365468
708	1.925711781
709	1.924580694
710	1.913825314
711	1.90888436
712	1.902558351
713	1.89915146
714	1.891019041
715	1.885987457
716	1.88111272
717	1.874479305
718	1.870006105
719	1.863507017
720	1.860209028
721	1.85322603
722	1.846871401
723	1.842696907
724	1.836474869
725	1.831905733
726	1.822920929
727	1.814136426
728	1.805547552
729	1.80127669
730	1.792070116
731	1.78646027
732	1.779546562
733	1.776303559
734	1.772035732
735	1.769506433
736	1.764467147
737	1.758340572
738	1.754101842
739	1.745832836
740	1.74068871
741	1.738825725
742	1.733905276
743	1.725863504
744	1.723769704
745	1.717631049
746	1.71301626
747	1.706600058
748	1.702409049
749	1.697452653
750	1.689801912
751	1.685076628
752	1.677395896
753	1.669577865
754	1.6647627
755	1.656144128
756	1.650441595
757	1.642993136
758	1.636536398
759	1.635104467
760	1.631111499
761	1.627830727
762	1.622165135
763	1.616236458
764	1.611776476
765	1.604819751
766	1.602893414
767	1.597789669
768	1.595001422
769	1.592777091
770	1.587437585
771	1.581027367
772	1.572511964
773	1.565694679
774	1.559761364
775	1.555589605
776	1.549205756
777	1.545776981
778	1.540137169
779	1.536316661
780	1.533216717
781	1.530753336
782	1.525349838
783	1.518705016
784	1.515990688
785	1.510526409
786	1.505765287
787	1.502922363
788	1.496548815
789	1.494040769
790	1.485993126
791	1.482302262
792	1.477846719
793	1.474437681
794	1.466608003
795	1.460447167
796	1.458130316
797	1.455107815
798	1.449693123
799	1.447443138
800	1.44350672
801	1.43844304
802	1.434578954
803	1.430104879
804	1.424827173
805	1.419103042
806	1.413044076
807	1.407347102
808	1.402401666
809	1.397097273
810	1.393876502
811	1.388800656
812	1.383677185
813	1.376644371
814	1.372294355
815	1.368498924
816	1.363846727
817	1.358031852
818	1.354571836
819	1.348198471
820	1.344656205
821	1.341459482
822	1.336623026
823	1.331882426
824	1.327131311
825	1.321576161
826	1.316868442
827	1.31226968
828	1.307817717
829	1.302907167
830	1.298688335
831	1.296337797
832	1.293511084
833	1.288539661
834	1.28656863
835	1.281128744
836	1.27841943
837	1.274734402
838	1.269015324
839	1.266564381
840	1.262101554
841	1.260331713
842	1.257079611
843	1.253151366
844	1.248870745
845	1.246332694
846	1.242032351
847	1.236030545
848	1.232075464
849	1.227528671
850	1.223840892
851	1.222139526
852	1.215934387
853	1.213797396
854	1.211689214
855	1.207934663
856	1.205078541
857	1.201757669
858	1.196264486
859	1.194453909
860	1.191233045
861	1.189214428
862	1.185302529
863	1.181713597
864	1.1777197
865	1.17381684
866	1.172028897
867	1.170027306
868	1.168088132
869	1.166576097
870	1.164699537
871	1.161269367
872	1.159031871
873	1.157223557
874	1.152772471
875	1.149890593
876	1.14559198
877	1.142224174
878	1.14095364
879	1.136895687
880	1.135166459
881	1.133798288
882	1.12983795
883	1.1263973
884	1.124700767
885	1.122069971
886	1.119157114
887	1.116610835
888	1.112959998
889	1.111830616
890	1.107920038
891	1.104842521
892	1.100793781
893	1.098028256
894	1.095314628
895	1.093180155
896	1.090490123
897	1.086728747
898	1.084553022
899	1.081776485
900	1.079606048
901	1.076597278
902	1.073875794
903	1.070759021
904	1.067296218
905	1.064223127
906	1.060356732
907	1.05795636
908	1.056178742
909	1.05280566
910	1.050399275
911	1.048354304
912	1.045582247
913	1.041370847
914	1.037723924
915	1.034078935
916	1.031564504
917	1.029605605
918	1.026188114
919	1.022684687
920	1.020239878
921	1.016436284
922	1.013803551
923	1.009147211
924	1.006825029
925	1.00407927
926	1.001791524
927	0.9997468971
928	0.9970914835
929	0.9960360128
930	0.9932508765
931	0.9904308033
932	0.9877341873
933	0.9868472492
934	0.9829457453
935	0.9802281727
936	0.9777956834
937	0.9754341269
938	0.972865513
939	0.9714484543
940	0.9694318923
941	0.9665039489
942	0.9640518334
943	0.9625359518
944	0.9606548791
945	0.9569477913
946	0.9547759853
947	0.9535020194
948	0.9510857566
949	0.9487000697
950	0.9459322745
951	0.9434571903
952	0.9394829119
953	0.9349263679
954	0.9317117863
955	0.9276846364
956	0.9243759001
957	0.9218646226
958	0.9198426024
959	0.9179933108
960	0.9151613732
961	0.9131279916
962	0.9109110328
963	0.9071089543
964	0.9046017073
965	0.902182121
966	0.8993028763
967	0.8974187384
968	0.8948656676
969	0.8916046047
970	0.8888744738
971	0.8855869774
972	0.881817739
973	0.8786111669
974	0.8758085773
975	0.8722544075
976	0.8703749103
977	0.8663094427
978	0.8633232784
979	0.8604752498
980	0.8578191318
981	0.854746794
982	0.851474057
983	0.8475355584
984	0.8452070456
985	0.8427932816
986	0.84100216
987	0.8403329616
988	0.8371050596
989	0.8345478659
990	0.8338973832
991	0.8313537318
992	0.8307096251
993	0.8272506509
994	0.8255445818
995	0.8226019514
996	0.8218557748
997	0.8184328689
998	0.8156122891
999	0.8135707746
